,belongs_to_collection,budget,genres,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
29,"{'id': 363369, 'name': 'Pacific Rim Collection', 'poster_path': '/mirLNoHhkBKRZMgpCSoQS33PFkm.jpg', 'backdrop_path': '/vbg4Mm8auNINPersFlYvyGLqFq0.jpg'}",150000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",Pacific Rim: Uprising,18.536,"[{'id': 923, 'logo_path': '/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png', 'name': 'Legendary Entertainment', 'origin_country': 'US'}, {'id': 101082, 'logo_path': None, 'name': 'Double Dare You Productions', 'origin_country': 'US'}, {'id': 104742, 'logo_path': None, 'name': 'UpperRoom Productions', 'origin_country': ''}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 1778, 'logo_path': '/69xm6sF3JxugGVjfZfm1YY6d7EE.png', 'name': 'Dentsu', 'origin_country': 'JP'}, {'id': 107182, 'logo_path': None, 'name': 'Clear Angle Studios', 'origin_country': ''}, {'id': 107183, 'logo_path': None, 'name': 'Double Negative (DNEG)', 'origin_country': ''}, {'id': 3341, 'logo_path': '/dTG5dXE1kU2mpmL9BNnraffckLU.png', 'name': 'Fuji Television Network', 'origin_country': 'JP'}, {'id': 10338, 'logo_path': '/el2ap6lvjcEDdbyJoB3oKiYgXu9.png', 'name': 'Perfect World Pictures', 'origin_country': 'CN'}, {'id': 101832, 'logo_path': '/vO7CKIeogFxphT1CHkUIhjEXf2C.png', 'name': 'Twisted Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-21,290061297.0,111.0,Pacific Rim: Uprising,5.9,2523.0
30,"{'id': 295130, 'name': 'The Maze Runner Collection', 'poster_path': '/9TzEraXQoy4Y3Ec5AcHaN9Rtb60.jpg', 'backdrop_path': '/6My0TVRN0fXnmOoqbcFGBEiMSPJ.jpg'}",62000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",Maze Runner: The Death Cure,15.714,"[{'id': 3672, 'logo_path': '/5VWXJgYYrJZUE0hixvBdVfGSfmo.png', 'name': 'Gotham Group', 'origin_country': 'US'}, {'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-10,284881603.0,144.0,Maze Runner: The Death Cure,7.0,4301.0
31,"{'id': 621142, 'name': 'Tomb Raider (Reboot) Collection', 'poster_path': '/gTyd1e57faK17mSCyoww7mw8P9n.jpg', 'backdrop_path': None}",94000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",Tomb Raider,19.797,"[{'id': 10038, 'logo_path': '/nCueXKwYIEXrZ5ofqSJBO1YcmRr.png', 'name': 'Square Enix', 'origin_country': 'JP'}, {'id': 3281, 'logo_path': '/8tMybAieh64uzvm8knSjXOFX8Qc.png', 'name': 'GK Films', 'origin_country': 'GB'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-05,274650803.0,118.0,Tomb Raider,6.3,4794.0
32,"{'id': 91361, 'name': 'Halloween Collection', 'poster_path': '/cLBt7Suqm6fNwhrJZAtnwENDMLo.jpg', 'backdrop_path': '/mmxf1sOe2T1sma0tH0TgTdcit1p.jpg'}",10000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",Halloween,18.803,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 15822, 'logo_path': '/Aodu1OPI0LHTWYr7Jlm4R2XY2og.png', 'name': 'Trancas International Films', 'origin_country': 'US'}, {'id': 20848, 'logo_path': '/htPfdm3yNRVsDz8CyyMozALKOO0.png', 'name': 'Rough House Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-18,253688035.0,106.0,Halloween,6.4,2404.0
33,"{'id': 545955, 'name': 'Crazy Rich Asians Collection', 'poster_path': None, 'backdrop_path': None}",30000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Crazy Rich Asians,15.97,"[{'id': 5420, 'logo_path': '/dlW4Kh5dNieKNURnymsu57y6fMf.png', 'name': 'Color Force', 'origin_country': 'US'}, {'id': 107897, 'logo_path': '/etLApUoJoD853bluxamsZOLlWII.png', 'name': 'Ivanhoe Pictures', 'origin_country': ''}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-15,237994561.0,121.0,Crazy Rich Asians,7.1,1809.0
34,,50000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",The Mule,27.88,"[{'id': 81121, 'logo_path': '/yX4flP3T5bZuOQ8Qdw8XuoELU53.png', 'name': 'Imperative Entertainment', 'origin_country': 'US'}, {'id': 13240, 'logo_path': '/aTc07YaNHo8WNgkQSnvLmG6w4nW.png', 'name': 'Bron Studios', 'origin_country': 'CA'}, {'id': 171, 'logo_path': None, 'name': 'Malpaso Productions', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 53152, 'logo_path': '/shr6ZcOMI3WFQo1q6J4E4yk0PZe.png', 'name': 'Creative Wealth Media Finance', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-14,171304407.0,117.0,The Mule,6.6,2247.0
35,"{'id': 458558, 'name': 'Mamma Mia! Collection', 'poster_path': '/xRbDA4Ys0Y2Bvbnme02fVBwMWFe.jpg', 'backdrop_path': '/8lmFjt0Lord5vl6iGx3fRlZrBuN.jpg'}",75000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Mamma Mia! Here We Go Again,16.327,"[{'id': 923, 'logo_path': '/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png', 'name': 'Legendary Entertainment', 'origin_country': 'US'}, {'id': 4171, 'logo_path': '/ip8rzankhLLhJGGkvfCirfUM26d.png', 'name': 'Playtone', 'origin_country': 'US'}, {'id': 34441, 'logo_path': None, 'name': 'Littlestar', 'origin_country': 'GB'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 1778, 'logo_path': '/69xm6sF3JxugGVjfZfm1YY6d7EE.png', 'name': 'Dentsu', 'origin_country': 'JP'}, {'id': 3341, 'logo_path': '/dTG5dXE1kU2mpmL9BNnraffckLU.png', 'name': 'Fuji Television Network', 'origin_country': 'JP'}, {'id': 111963, 'logo_path': None, 'name': 'Croatian Audiovisual Centre', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-09,167225525.0,113.0,Mamma Mia! Here We Go Again,7.2,1943.0
36,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/w1213HKk1XKSwHiBgjkWghn9biC.jpg', 'backdrop_path': '/5FrPZHgbbmTIq0oxpwSGqu5HyXC.jpg'}",10000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Insidious: The Last Key,19.187,"[{'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-03,167184112.0,118.0,Insidious: The Last Key,6.1,1464.0
37,"{'id': 399, 'name': 'Predator Collection', 'poster_path': '/6Z7lASptoiRVxiCFvZaFgH9qp7u.jpg', 'backdrop_path': '/fXVzk9OxQwROCuiWvd0Cv76qmZi.jpg'}",88000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]",The Predator,24.139,"[{'id': 1302, 'logo_path': '/kQZtJdyphCmq292iGDqlUx0yk2D.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 1786, 'logo_path': '/joLFuCWg9e2lweYnFQtRPJKSLlI.png', 'name': 'Dark Castle Entertainment', 'origin_country': 'US'}, {'id': 111737, 'logo_path': None, 'name': 'Canada Film Capital', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-05,160542134.0,107.0,The Predator,5.3,2373.0
38,"{'id': 86117, 'name': 'Johnny English Collection', 'poster_path': '/3a2BVS2aFHK66pnIqFKcJ9HaC45.jpg', 'backdrop_path': '/gxQykppFPXiiIG234rbcDTgqQ5B.jpg'}",25000000.0,"[{'id': 35, 'name': 'Comedy'}]",Johnny English Strikes Again,16.887,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 10338, 'logo_path': '/el2ap6lvjcEDdbyJoB3oKiYgXu9.png', 'name': 'Perfect World Pictures', 'origin_country': 'CN'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-09-13,158256993.0,89.0,Johnny English Strikes Again,6.2,1243.0
39,,69000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Red Sparrow,16.92,"[{'id': 99426, 'logo_path': None, 'name': 'Soundtrack New York', 'origin_country': 'US'}, {'id': 7076, 'logo_path': '/8BFxn9NUWSgp0ndih569Gm62xiC.png', 'name': 'Chernin Entertainment', 'origin_country': 'US'}, {'id': 8083, 'logo_path': None, 'name': 'Film Rites', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-28,147988192.0,140.0,Red Sparrow,6.5,3755.0
40,"{'id': 553717, 'name': 'Creed Collection', 'poster_path': '/c5iwhO9Oqx5zusx0VeaoyxP50Wr.jpg', 'backdrop_path': '/pvyoF4jsboXhmU3VLpHL1SyVaNI.jpg'}",50000000.0,"[{'id': 18, 'name': 'Drama'}]",Creed II,24.534,"[{'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 8880, 'logo_path': '/fE7LBw7Jz8R29EABFGCvWNriZxN.png', 'name': 'Winkler Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-21,137944327.0,130.0,Creed II,6.8,2609.0
41,"{'id': 256322, 'name': 'The Purge Collection', 'poster_path': '/fMfASrecQHhqBN7zRxqi5uYSb4.jpg', 'backdrop_path': '/quFWGOA4I5KCTsyDbvLh6PHNZwv.jpg'}",13000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",The First Purge,21.523,"[{'id': 2481, 'logo_path': '/nVEP2IHCDOBOldgDL4SSufitN9.png', 'name': 'Platinum Dunes', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-04,137056262.0,97.0,The First Purge,5.8,2119.0
42,,103000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",A Wrinkle in Time,15.185,"[{'id': 51164, 'logo_path': None, 'name': 'Whitaker Entertainment', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-08,132675864.0,109.0,A Wrinkle in Time,5.0,1178.0
43,,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",The Commuter,17.391,"[{'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 23513, 'logo_path': None, 'name': 'Ombra Films', 'origin_country': ''}, {'id': 356, 'logo_path': '/9tW5wZEGotn1Ei5pErA88m47XiD.png', 'name': 'TF1 Films Production', 'origin_country': 'FR'}, {'id': 99132, 'logo_path': None, 'name': 'The Picture Company', 'origin_country': 'US'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 10611, 'logo_path': '/zQ4fGaEnNkWfSzyygXRcUZwPmDG.png', 'name': 'Ciné+', 'origin_country': 'FR'}, {'id': 104931, 'logo_path': '/aNOZx62BIqRT1ji0gWowiNRXZ4o.png', 'name': 'Amazon Prime Video', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-11,119942387.0,104.0,The Commuter,6.2,2619.0
44,,37000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Game Night,16.169,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 37361, 'logo_path': None, 'name': 'Aggregate Films', 'origin_country': ''}, {'id': 1302, 'logo_path': '/kQZtJdyphCmq292iGDqlUx0yk2D.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 103376, 'logo_path': None, 'name': 'Access Entertainment', 'origin_country': ''}, {'id': 105322, 'logo_path': None, 'name': 'Access Industries', 'origin_country': ''}, {'id': 444, 'logo_path': '/42UPdZl6B2cFXgNUASR8hSt9mpS.png', 'name': 'Dune Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-22,117501013.0,100.0,Game Night,6.9,3131.0
45,,100000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",Mortal Engines,29.132,"[{'id': 1938, 'logo_path': None, 'name': 'Scholastic Productions', 'origin_country': 'US'}, {'id': 105645, 'logo_path': None, 'name': 'Silvertongue Films', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ'}, {'id': 2531, 'logo_path': '/pC2iDCDCvV85vOBP7a5Ukxuc0Du.png', 'name': 'Media Rights Capital', 'origin_country': 'US'}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-27,104236467.0,129.0,Mortal Engines,6.1,2308.0
46,"{'id': 523855, 'name': 'The Equalizer Collection', 'poster_path': '/w9taToc4xcVE9duBwbywp0nAnue.jpg', 'backdrop_path': '/snZcRgLGgdB7VBDVeGVSdDFRlid.jpg'}",62000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",The Equalizer 2,20.566,"[{'id': 2767, 'logo_path': None, 'name': 'Mace Neufeld Productions', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 41096, 'logo_path': None, 'name': 'Lonetree Entertainment', 'origin_country': 'US'}, {'id': 8151, 'logo_path': None, 'name': 'Fuqua Films', 'origin_country': 'US'}, {'id': 1423, 'logo_path': '/9KSoL1oEQaBSPLwEhoZZRoxTzyx.png', 'name': 'Escape Artists', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}, {'id': 44967, 'logo_path': None, 'name': 'ZHIV Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-19,102084362.0,122.0,The Equalizer 2,6.5,2412.0
47,,70000000.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",First Man,18.64,"[{'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 109042, 'logo_path': None, 'name': 'Phantasma Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-11,100546153.0,141.0,First Man,7.1,2852.0
48,"{'id': 185103, 'name': 'Hotel Transylvania Collection', 'poster_path': '/9nR1xIcDo84gbbNZeFb9NCZYTdw.jpg', 'backdrop_path': '/arH2YrpG7EVMnA4JCtzAXt9wQQJ.jpg'}",80000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",Hotel Transylvania 3: Summer Vacation,16.56,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 2251, 'logo_path': '/6l16UFSkZ1oPpyBYaILgffFZlTc.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-28,100176000.0,97.0,Hotel Transylvania 3: Summer Vacation,6.8,1936.0
49,,75000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Christopher Robin,15.311,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 23644, 'logo_path': None, 'name': '2DUX²', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-02,99138899.0,104.0,Christopher Robin,7.4,1545.0
50,,3500000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",Truth or Dare,13.404,"[{'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-12,94841481.0,100.0,Truth or Dare,6.0,2278.0
51,,21000000.0,"[{'id': 35, 'name': 'Comedy'}]",Blockers,15.928,"[{'id': 101024, 'logo_path': None, 'name': 'Hurwitz & Schlossberg Productions', 'origin_country': 'US'}, {'id': 17393, 'logo_path': '/k28sCof6kheeOicLqL6EXX2GHov.png', 'name': 'Good Universe', 'origin_country': 'US'}, {'id': 10289, 'logo_path': '/4lXJcFjACjb34LF78AUjEz4FtB9.png', 'name': 'DMG Entertainment', 'origin_country': 'US'}, {'id': 16615, 'logo_path': '/dbxHaOtibTKvP6dUMRYdwUOULgY.png', 'name': 'Point Grey Pictures', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-14,93674786.0,102.0,Blockers,6.2,1110.0
52,"{'id': 508783, 'name': 'Goosebumps Collection', 'poster_path': '/yOeEWiYcSPt7ljBnzvx8ZOpZO1r.jpg', 'backdrop_path': '/hMOwqSghhz4AStkXxCjL1BjXdV0.jpg'}",35000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 27, 'name': 'Horror'}]",Goosebumps 2: Haunted Halloween,18.933,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 333, 'logo_path': '/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png', 'name': 'Original Film', 'origin_country': 'US'}, {'id': 30246, 'logo_path': None, 'name': 'Scholastic Entertainment', 'origin_country': 'US'}, {'id': 105645, 'logo_path': None, 'name': 'Silvertongue Films', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-11,92503612.0,90.0,Goosebumps 2: Haunted Halloween,5.7,603.0
53,,12000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",Overboard,9.925,"[{'id': 8573, 'logo_path': None, 'name': 'Pantelion Film', 'origin_country': ''}, {'id': 105116, 'logo_path': None, 'name': '3Pas Studios', 'origin_country': ''}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-03,91244913.0,112.0,Overboard,6.3,639.0
54,"{'id': 493668, 'name': 'Gnomeo & Juliet Collection', 'poster_path': '/wi7GqaMzxaCcbFMcZ0ZepsMYXrW.jpg', 'backdrop_path': '/7ejsjn0bLSTUKZFCp8Kw39Mt6Yy.jpg'}",59000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Sherlock Gnomes,12.54,"[{'id': 28320, 'logo_path': '/5UPGj1MwzrtxclRGTfeiQ1J0zVk.png', 'name': 'Rocket Pictures', 'origin_country': 'GB'}, {'id': 24955, 'logo_path': '/rH0gVNXekxmpTTvFeIitUzJHFSm.png', 'name': 'Paramount Animation', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-15,87625666.0,86.0,Sherlock Gnomes,5.5,393.0
55,,15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]",The Favourite,20.482,"[{'id': 22842, 'logo_path': '/waIZoO3pnB0VVCUVo8u6hqcYN9U.png', 'name': 'Waypoint Entertainment', 'origin_country': 'US'}, {'id': 3353, 'logo_path': '/qv2v9HaStUTRjqonODM29YG0oFX.png', 'name': 'Element Pictures', 'origin_country': 'IE'}, {'id': 71265, 'logo_path': None, 'name': 'Scarlet Films', 'origin_country': 'GB'}, {'id': 6705, 'logo_path': '/5uoaxZCSYuc6KEiJgEYSWzLIFAW.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-23,82124805.0,120.0,The Favourite,7.6,2632.0
