,budget,genres,id,imdb_id,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
1928,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",520409.0,tt8433858,Royally Ever After,3.566,"[{'id': 4056, 'logo_path': None, 'name': 'Hallmark Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-19,0.0,84.0,Royally Ever After,6.2,17.0
1929,0.0,"[{'id': 35, 'name': 'Comedy'}]",521512.0,tt8342946,Tig Notaro: Happy To Be Here,4.456,[],[],2018-05-22,0.0,58.0,Tig Notaro: Happy To Be Here,6.2,23.0
1930,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}]",491633.0,tt7728344,Marvel Rising: Secret Warriors,4.956,"[{'id': 13252, 'logo_path': '/aGeUvfSNA8gRl6ZjvmLQOsb7PMw.png', 'name': 'Marvel Animation', 'origin_country': 'US'}, {'id': 3213, 'logo_path': None, 'name': 'Disney Channel', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-30,0.0,80.0,Marvel Rising: Secret Warriors,6.2,23.0
1931,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",573537.0,tt3390376,Selling Isobel,5.501,[],[],2018-10-07,0.0,94.0,Selling Isobel,6.2,3.0
1932,0.0,"[{'id': 18, 'name': 'Drama'}]",558949.0,tt5874752,No Alternative,1.88,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-07,0.0,97.0,No Alternative,6.2,6.0
1933,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",552752.0,tt9085726,Super Monsters Save Halloween,1.583,[],[],2018-10-05,0.0,24.0,Super Monsters Save Halloween,6.2,3.0
1934,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",551603.0,tt9058820,My Christmas Inn,3.057,[],[],2018-11-21,0.0,88.0,My Christmas Inn,6.2,9.0
1935,0.0,"[{'id': 18, 'name': 'Drama'}]",546154.0,tt9104810,Blue,2.056,"[{'id': 12389, 'logo_path': '/6yilbEvoHtPcTb4LwAueAq091iT.png', 'name': 'Les Films Pelléas', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'TH', 'name': 'Thailand'}]",2018-09-07,0.0,12.0,Blue,6.2,3.0
1936,0.0,"[{'id': 27, 'name': 'Horror'}]",537943.0,tt3487610,Malevolence 3: Killer,4.191,"[{'id': 109346, 'logo_path': None, 'name': 'Mena Films', 'origin_country': 'US'}, {'id': 110198, 'logo_path': None, 'name': 'Magnetic Media Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-11,0.0,89.0,Malevolence 3: Killer,6.2,9.0
1937,0.0,"[{'id': 35, 'name': 'Comedy'}]",532162.0,tt8467788,W. Kamau Bell: Private School Negro,3.246,[],[],2018-06-26,0.0,65.0,W. Kamau Bell: Private School Negro,6.2,6.0
1938,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]",520145.0,tt7239700,Lethal Admirer,3.333,"[{'id': 36152, 'logo_path': None, 'name': 'Cartel Pictures', 'origin_country': 'US'}]",[],2018-04-15,0.0,74.0,Lethal Admirer,6.2,3.0
1939,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",491411.0,tt7817348,One Winter Weekend,3.796,[],[],2018-01-20,0.0,84.0,One Winter Weekend,6.2,18.0
1940,0.0,"[{'id': 99, 'name': 'Documentary'}]",521669.0,tt7490256,27: Gone Too Soon,3.279,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-03-26,0.0,70.0,27: Gone Too Soon,6.2,23.0
1941,0.0,"[{'id': 28, 'name': 'Action'}]",513691.0,tt7448180,The Debt Collector,5.651,"[{'id': 103755, 'logo_path': None, 'name': 'Tarzana Productions', 'origin_country': ''}, {'id': 103833, 'logo_path': None, 'name': 'Cohesive Entertainment Group (CEG)', 'origin_country': ''}, {'id': 4322, 'logo_path': '/AkdxBRkqgx0bHjjLvIyl0Mu8sxa.png', 'name': 'Compound B', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-05,0.0,96.0,The Debt Collector,6.2,51.0
1942,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",446695.0,tt6518270,An Evening with Beverly Luff Linn,4.235,"[{'id': 13466, 'logo_path': '/d2ewBAUkCGeYMj6bv2Z9PkzL5OA.png', 'name': 'Park Pictures Features', 'origin_country': 'US'}, {'id': 16853, 'logo_path': '/f4OsvS3T5eNt7QvG2vJiOAIeS3B.png', 'name': 'Rook Films', 'origin_country': 'GB'}, {'id': 55142, 'logo_path': '/3C349xMrljgO8hK4bSYKKsL5OoX.png', 'name': 'Wigwam Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-25,0.0,108.0,An Evening with Beverly Luff Linn,6.2,33.0
1943,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",505832.0,tt7869818,My Little Pony: Equestria Girls - Forgotten Friendship,4.024,"[{'id': 7225, 'logo_path': '/qcGIZjdRc1YOJPyWhBj9L2Rf3q9.png', 'name': 'DHX Media', 'origin_country': 'CA'}, {'id': 22826, 'logo_path': '/37ZxE1qShQ44VdsRPkO1zOtnMKi.png', 'name': 'Hasbro Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-17,0.0,44.0,My Little Pony: Equestria Girls - Forgotten Friendship,6.2,10.0
1944,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",529250.0,tt8319098,"Yes, I Do",4.701,"[{'id': 92952, 'logo_path': None, 'name': 'Tim Johnson Productions', 'origin_country': ''}]",[],2018-06-30,0.0,90.0,"Yes, I Do",6.1,17.0
1945,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",476929.0,tt4580550,The Witch Files,3.822,"[{'id': 109942, 'logo_path': None, 'name': 'Monopol Film Company', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-10,0.0,87.0,The Witch Files,6.1,17.0
1946,0.0,"[{'id': 35, 'name': 'Comedy'}]",373209.0,tt5198796,Izzy Gets the F*ck Across Town,3.661,"[{'id': 70264, 'logo_path': None, 'name': 'Izzy Gets The Eff Across Town', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-22,0.0,86.0,Izzy Gets the F*ck Across Town,6.1,24.0
1947,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",549319.0,tt9028802,Christmas Everlasting,2.59,"[{'id': 9027, 'logo_path': '/eGT7RxXHIyhByHpZmv4WxBwoWAl.png', 'name': 'Hallmark Hall of Fame Productions', 'origin_country': 'US'}, {'id': 4056, 'logo_path': None, 'name': 'Hallmark Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-24,0.0,84.0,Christmas Everlasting,6.1,7.0
1948,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",507660.0,tt7891470,The Merger,2.126,"[{'id': 101417, 'logo_path': None, 'name': 'Crow Crow Productions', 'origin_country': ''}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2018-08-30,0.0,103.0,The Merger,6.1,7.0
1949,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",507892.0,tt7315526,Devil's Tree: Rooted Evil,3.588,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-27,0.0,75.0,Devil's Tree: Rooted Evil,6.1,15.0
1950,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",505418.0,tt7375578,The Escape of Prisoner 614,3.727,"[{'id': 75355, 'logo_path': '/avj80RsunqwDbOS6oLp4plRE5UQ.png', 'name': 'Yale Productions', 'origin_country': 'US'}, {'id': 65649, 'logo_path': None, 'name': 'SSS Entertainment', 'origin_country': ''}, {'id': 59824, 'logo_path': '/oTLLl9kNJtIbIRggI3mjhZRP72e.png', 'name': 'Wing and a Prayer Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-27,0.0,97.0,The Escape of Prisoner 614,6.1,15.0
1951,0.0,"[{'id': 27, 'name': 'Horror'}]",500535.0,tt4269118,Seven in Heaven,4.799,"[{'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-05,0.0,94.0,Seven in Heaven,6.1,38.0
1952,0.0,"[{'id': 16, 'name': 'Animation'}]",563392.0,,Mr. Indifferent,1.321,"[{'id': 111503, 'logo_path': None, 'name': 'Hanzo FZE', 'origin_country': ''}, {'id': 120202, 'logo_path': None, 'name': 'Badstache Animation Studio', 'origin_country': ''}]","[{'iso_3166_1': 'AE', 'name': 'United Arab Emirates'}]",2018-11-16,0.0,3.0,Mr. Indifferent,6.1,4.0
1953,0.0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 53, 'name': 'Thriller'}]",563038.0,tt8204772,He Knows Your Every Move,1.527,"[{'id': 42119, 'logo_path': '/vJdhRkszndv66HSRoSP3eCd64Zc.png', 'name': 'Vast Entertainment', 'origin_country': 'US'}, {'id': 6679, 'logo_path': None, 'name': 'MarVista Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-16,0.0,,He Knows Your Every Move,6.1,4.0
1954,0.0,"[{'id': 12, 'name': 'Adventure'}]",540914.0,tt4113346,City of Gold,2.239,[],[],2018-12-04,0.0,99.0,City of Gold,6.1,8.0
1955,0.0,"[{'id': 35, 'name': 'Comedy'}]",512747.0,tt2179231,The Bromley  Boys,2.908,"[{'id': 56221, 'logo_path': None, 'name': 'Itchy Fish Film', 'origin_country': 'GB'}]",[],2018-06-01,0.0,97.0,The Bromley  Boys,6.1,8.0
1956,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",465929.0,tt0972544,Back Roads,4.945,"[{'id': 54280, 'logo_path': None, 'name': 'Infinity Media', 'origin_country': ''}, {'id': 112113, 'logo_path': None, 'name': 'Upturn Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-20,0.0,101.0,Back Roads,6.1,29.0
1957,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",521647.0,tt4594836,Darc,7.349,"[{'id': 104076, 'logo_path': None, 'name': 'Julius R. Nasso Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-01,0.0,97.0,Darc,6.1,89.0
1958,0.0,"[{'id': 99, 'name': 'Documentary'}]",567320.0,tt9204352,Porndemic,3.683,"[{'id': 5861, 'logo_path': None, 'name': 'Showtime Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-04,0.0,92.0,Porndemic,6.1,9.0
1959,0.0,"[{'id': 53, 'name': 'Thriller'}]",417643.0,tt5164184,In Darkness,12.113,"[{'id': 84988, 'logo_path': '/rzpfuMEMDQnmqp0YTFMEqgfDrxY.png', 'name': '42', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-25,0.0,100.0,In Darkness,6.1,257.0
1960,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",511562.0,tt6237314,To the Beat,1.141,[],[],2018-03-13,0.0,96.0,To the Beat,6.1,5.0
1961,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",463322.0,tt6832388,The Dark,7.359,"[{'id': 16038, 'logo_path': None, 'name': 'First Love Films', 'origin_country': ''}, {'id': 608, 'logo_path': '/dD2Do4GHXAql5c4LjXCbEOvxbFg.png', 'name': 'Dor Film Production Company', 'origin_country': 'AT'}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}]",2018-10-12,0.0,95.0,The Dark,6.1,68.0
1962,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",548064.0,tt8998472,You Might Be the Killer,6.322,"[{'id': 12029, 'logo_path': None, 'name': 'Curmudgeon Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-21,0.0,92.0,You Might Be the Killer,6.1,53.0
1963,0.0,"[{'id': 18, 'name': 'Drama'}]",391714.0,tt1667321,On Chesil Beach,6.582,"[{'id': 11752, 'logo_path': None, 'name': 'Number 9 Films', 'origin_country': 'GB'}, {'id': 288, 'logo_path': '/wdmwQuV4R1MIr8A78izZkC184uC.png', 'name': 'BBC Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-01-19,0.0,110.0,On Chesil Beach,6.1,122.0
1964,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",424121.0,tt6217306,Apostle,11.879,"[{'id': 12142, 'logo_path': '/rPnEeMwxjI6rYMGqkWqIWwIJXxi.png', 'name': 'XYZ Films', 'origin_country': 'US'}, {'id': 93637, 'logo_path': '/aW4weh0t8yUm2e62w4t3KlKJsLX.png', 'name': 'Severn Screen', 'origin_country': 'GB'}, {'id': 110036, 'logo_path': None, 'name': 'One More One Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-09-21,0.0,130.0,Apostle,6.1,657.0
1965,0.0,"[{'id': 18, 'name': 'Drama'}]",422128.0,tt4607722,Blame,4.309,"[{'id': 82582, 'logo_path': None, 'name': 'Reel Enigma', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-05,0.0,100.0,Blame,6.1,48.0
1966,0.0,"[{'id': 18, 'name': 'Drama'}]",526775.0,tt6974888,Driven to Dance,2.0,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-15,0.0,98.0,Driven to Dance,6.1,6.0
1967,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",429195.0,tt5700176,Dark River,4.771,"[{'id': 16877, 'logo_path': '/pR2SnHFl7BvRIUuauFJrxXFYjeU.png', 'name': 'BFI Film Fund', 'origin_country': 'GB'}, {'id': 6705, 'logo_path': '/5uoaxZCSYuc6KEiJgEYSWzLIFAW.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 34527, 'logo_path': None, 'name': 'Moonspun Films', 'origin_country': ''}, {'id': 7281, 'logo_path': '/lkqIuaKTm2sg3umwTBScmqyzLX5.png', 'name': 'British Film Institute', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-02-23,0.0,90.0,Dark River,6.1,37.0
1968,0.0,"[{'id': 18, 'name': 'Drama'}]",513427.0,tt7473890,King Lear,5.708,"[{'id': 19089, 'logo_path': '/8Ae3B71e6sXpBsEgS4JGq6di5PM.png', 'name': 'Playground Entertainment', 'origin_country': 'US'}, {'id': 108890, 'logo_path': '/jzpBa1CBrQaoz0lwxZ1YdqNzRXQ.png', 'name': 'Sonia Friedman Productions', 'origin_country': 'GB'}, {'id': 3324, 'logo_path': '/16fY7pucCzn7WSOYxOGRHlAayL3.png', 'name': 'BBC', 'origin_country': 'GB'}, {'id': 20580, 'logo_path': '/tkFE81jJIqiFYPP8Tho57MXRQEx.png', 'name': 'Amazon Studios', 'origin_country': 'US'}, {'id': 108891, 'logo_path': None, 'name': 'Lemaise Pictures', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-05-28,0.0,115.0,King Lear,6.1,26.0
1969,0.0,"[{'id': 99, 'name': 'Documentary'}]",512218.0,tt7935784,Transformer,3.66,"[{'id': 104205, 'logo_path': None, 'name': 'Storystream Creative', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-04-27,0.0,80.0,Transformer,6.1,16.0
1970,0.0,"[{'id': 99, 'name': 'Documentary'}]",502154.0,tt7980006,Alt-Right: Age of Rage,2.338,"[{'id': 89229, 'logo_path': None, 'name': 'Alldayeveryday', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-09,0.0,112.0,Alt-Right: Age of Rage,6.1,7.0
1971,0.0,"[{'id': 99, 'name': 'Documentary'}]",520777.0,tt8132700,Behind the Curve,7.077,"[{'id': 110973, 'logo_path': None, 'name': 'Delta-v Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-30,0.0,96.0,Behind the Curve,6.1,106.0
1972,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",555277.0,tt9168416,Small Town Christmas,3.424,[],[],2018-12-22,0.0,84.0,Small Town Christmas,6.1,16.0
1973,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]",521936.0,tt5758726,Mega Time Squad,2.028,[],"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",2018-07-20,0.0,86.0,Mega Time Squad,6.1,16.0
1974,0.0,"[{'id': 53, 'name': 'Thriller'}]",466174.0,tt6284256,Knuckleball,4.951,"[{'id': 98429, 'logo_path': None, 'name': '775 Media Corp', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-04-17,0.0,,Knuckleball,6.1,16.0
1975,15100000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",419831.0,tt4547194,I Kill Giants,16.132,"[{'id': 12142, 'logo_path': '/rPnEeMwxjI6rYMGqkWqIWwIJXxi.png', 'name': 'XYZ Films', 'origin_country': 'US'}, {'id': 436, 'logo_path': '/A7WCkG3F0NFvjGCwUnclpGdIu9E.png', 'name': '1492 Pictures', 'origin_country': 'US'}, {'id': 100877, 'logo_path': None, 'name': 'Having Me Films', 'origin_country': 'CN'}, {'id': 36434, 'logo_path': '/57HyIzqTJMO2rYGjhQbrwITFWV0.png', 'name': 'Ocean Blue Entertainment', 'origin_country': 'US'}, {'id': 22127, 'logo_path': '/lgkXXc4hyHH6WqVMJVUFrhFIjm5.png', 'name': 'uFund', 'origin_country': 'BE'}, {'id': 78253, 'logo_path': None, 'name': 'Man of Action', 'origin_country': 'US'}, {'id': 102527, 'logo_path': None, 'name': 'Adonis Production', 'origin_country': ''}, {'id': 5122, 'logo_path': None, 'name': 'Parallel Films', 'origin_country': 'IE'}, {'id': 19037, 'logo_path': '/xhAYgpFmJfcCVLV5NMD8QKvqqHc.png', 'name': 'Umedia', 'origin_country': 'BE'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-21,0.0,106.0,I Kill Giants,6.1,695.0
1976,50000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",495507.0,tt8196068,Twisted Pair,1.565,"[{'id': 73124, 'logo_path': None, 'name': 'Neil Breen Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-03,0.0,89.0,Twisted Pair,6.1,9.0
1977,3500000.0,"[{'id': 53, 'name': 'Thriller'}]",480531.0,tt6353036,The Guardian Angel,3.152,"[{'id': 70772, 'logo_path': '/4dZxmrKg3uLLnI6oXqOKFIaXrgZ.png', 'name': 'Art Films Production', 'origin_country': 'FI'}, {'id': 96164, 'logo_path': None, 'name': 'MP Films', 'origin_country': 'HR'}, {'id': 96165, 'logo_path': None, 'name': 'Tähtiloiste Elokuvatuotanto', 'origin_country': ''}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'HR', 'name': 'Croatia'}]",2018-03-29,0.0,110.0,The Guardian Angel,6.1,9.0
1978,0.0,"[{'id': 27, 'name': 'Horror'}]",429742.0,tt6087426,Still/Born,3.763,"[{'id': 84308, 'logo_path': None, 'name': 'Hadron Films', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-12-06,0.0,87.0,Still/Born,6.1,10.0
1979,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",470894.0,tt5994166,At First Light,6.74,"[{'id': 85465, 'logo_path': None, 'name': 'Oddfellows Entertainment', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-10-05,0.0,90.0,At First Light,6.0,51.0
1980,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 10751, 'name': 'Family'}]",550020.0,tt9033712,Christmas in Love,4.109,"[{'id': 4056, 'logo_path': None, 'name': 'Hallmark Entertainment', 'origin_country': 'US'}]",[],2018-11-11,0.0,90.0,Christmas in Love,6.0,22.0
1981,9000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",471507.0,tt7137380,Destroyer,17.023,"[{'id': 104363, 'logo_path': '/jnmqDxwCVAbKJkne5TDSkhj7mzo.png', 'name': '30WEST', 'origin_country': 'US'}, {'id': 7625, 'logo_path': '/kzq4ibnNeZrp00zpBWv3st1QCOh.png', 'name': 'Automatik Entertainment', 'origin_country': 'US'}, {'id': 52059, 'logo_path': None, 'name': 'Rocket Science Inc.', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-25,0.0,121.0,Destroyer,6.0,285.0
1982,0.0,"[{'id': 35, 'name': 'Comedy'}]",476046.0,tt4702826,Birthmarked,3.092,"[{'id': 7177, 'logo_path': None, 'name': 'Item 7', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-03-30,0.0,90.0,Birthmarked,6.0,37.0
1983,0.0,"[{'id': 18, 'name': 'Drama'}]",481370.0,tt3226786,Bigger,3.463,"[{'id': 5641, 'logo_path': None, 'name': 'Bee Holder Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-13,0.0,107.0,Bigger,6.0,13.0
1984,35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",347375.0,tt4560436,Mile 22,20.279,"[{'id': 47729, 'logo_path': '/5NRpQ7xxmODXAjt2pRWUFMLVzvP.png', 'name': 'STX Entertainment', 'origin_country': 'US'}, {'id': 8537, 'logo_path': None, 'name': 'Closest to the Hole Productions', 'origin_country': 'US'}, {'id': 20153, 'logo_path': None, 'name': 'Film 44', 'origin_country': 'US'}, {'id': 103673, 'logo_path': None, 'name': 'The Hideaway Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-16,0.0,95.0,Mile 22,6.0,1110.0
1985,0.0,"[{'id': 18, 'name': 'Drama'}]",500634.0,tt6142496,6 Balloons,5.582,"[{'id': 55570, 'logo_path': None, 'name': 'Campfire', 'origin_country': ''}, {'id': 57743, 'logo_path': None, 'name': 'Free Association', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-12,0.0,75.0,6 Balloons,6.0,159.0
1986,0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",458005.0,tt6010628,Zoe,7.831,"[{'id': 7437, 'logo_path': '/e5CcgFrdlxMUwlsS72si8q1yHBr.png', 'name': 'IM Global', 'origin_country': 'US'}, {'id': 112089, 'logo_path': None, 'name': 'HLCG Media', 'origin_country': ''}, {'id': 1645, 'logo_path': '/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png', 'name': 'Scott Free Productions', 'origin_country': 'GB'}, {'id': 104972, 'logo_path': '/y1MOtyfXpKTZVJsSF2djhNqP1rd.png', 'name': 'Global Road Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-19,0.0,104.0,Zoe,6.0,195.0
1987,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}]",513736.0,tt8457394,LEGO DC Super Heroes - Aquaman: Rage Of Atlantis,5.931,"[{'id': 2785, 'logo_path': '/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png', 'name': 'Warner Bros. Animation', 'origin_country': 'US'}, {'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}, {'id': 4081, 'logo_path': '/9Q0SyrhQD61wWbz5KJOkL6tu2mg.png', 'name': 'LEGO', 'origin_country': 'DK'}, {'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Comics', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-23,0.0,77.0,LEGO DC Super Heroes - Aquaman: Rage Of Atlantis,6.0,31.0
1988,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",534271.0,tt7044076,The Cleaning Lady,3.262,"[{'id': 111562, 'logo_path': None, 'name': 'Olivargo', 'origin_country': ''}, {'id': 123722, 'logo_path': None, 'name': 'RLJE Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-24,0.0,90.0,The Cleaning Lady,6.0,20.0
