,popularity,vote_count,video,poster_path,id,adult,backdrop_path,original_language,original_title,genre_ids,title,vote_average,overview,release_date
2319,2.44,5,False,/peOeFl8ZTBTCERz5XQZAjYbXYsQ.jpg,569367,False,/o3Dnwh9zCxx7uDvILfqAnPq59Jf.jpg,en,Night Shift,[27],Night Shift,5.8,"Amy begins her first night shift in a hotel with a murderous past. Witnessing terrifying events and trapped within a loop, Amy must find a way to escape the flesh obsessed murderer and save residents of the hotel.",2018-09-07
2320,2.731,5,False,/2nhfPlGwT8id4RvxwMzgX5j5W0N.jpg,529369,False,,en,Hailey Dean Mystery: A Marriage Made for Murder,"[9648, 10770]",Hailey Dean Mystery: A Marriage Made for Murder,5.8,"Hailey's professional code of ethics prevents her from going to the police about a client's confession, so she must find another way to bring the killer to justice.",2018-06-10
2321,4.457,11,False,/wv3U9nSjJDWPoSK99da6X8ypJAs.jpg,482088,False,/qRocYlYL9saXW6Eq1bD08rDhXlJ.jpg,en,Better Start Running,"[35, 18]",Better Start Running,5.8,An eclectic band of misfits becomes an unlikely family as they take a wild journey in the name of love while on the run from an overzealous FBI duo who want them dead or alive - preferably dead.,2018-04-28
2322,3.838,5,False,/ddbcOYQaDbxH5R42DlrK7txVbIG.jpg,345942,False,/3kcTsIUyi4UfAjQCTxwNYbcgcbf.jpg,en,Henchmen,[16],Henchmen,5.8,"In a world of super-villains, evil schemes and global domination… someone has to take out the Trash. Welcome to the world of Henchmen, third class. When a fresh-faced new recruit joins the Union of Evil, he is assigned to a motley crew of blue-collar workers led by fallen henchmen Hank. But when “The Kid” accidentally steals the super villain’s ultimate weapon, Hank must break his “risk nothing” code to save the boy he’s befriended, even if it means becoming the one thing he has always avoided… being a hero.",2018-12-07
2323,4.553,29,False,/cw1RkjmbNfIbujkPGh6a8J9Lrf1.jpg,502426,False,/7scVQtLbHq7DwimNllHA45YilWx.jpg,en,Furlough,[35],Furlough,5.8,"In between caring for her mother, a young woman works part time at a prison. The rookie guard gets a chance to prove her mettle when she's tasked with accompanying a hell-raising inmate on an emergency furlough to visit her dying mother. But things soon spiral out of control, sending the pair on a hilarious, surprising, and ultimately touching road trip.",2018-03-16
2324,4.3,42,False,/bbeS9X3xTHrziocOov750LoWmvo.jpg,426258,False,/8CnXlsQXnmYj3Vbj1LvZifEJTqY.jpg,en,The Strange Ones,"[53, 18]",The Strange Ones,5.8,"Mysterious events surround the travels of two brothers as they make their way across a remote American landscape. On the surface all seems normal, but what appears to be a simple vacation soon gives way to a dark and complex web of secrets. This is the feature film version of the 2011 short film going by the same name.",2018-01-05
2325,3.599,12,False,/bSjmI3q0rKXKiHod5TyBr7K1gnX.jpg,550651,False,/dDcimMQyNL0cTXGcxJD9XHI4xdn.jpg,en,A Very Nutty Christmas,"[10751, 10770]",A Very Nutty Christmas,5.8,"Hard-working bakery owner Kate Holiday, has more cookie orders than she has time to fill this holiday season, and when her boyfriend suddenly breaks up with her, any shred of Christmas joy she was hanging onto, immediately disappears. After Kate hangs the last ornament on the tree and goes to bed, she awakens the next morning to a little bit of Christmas magic. She gets the surprise of her life when Chip, a handsome soldier who may or may not be the Nutcracker Prince from Tchaikovsky’s “The Nutcracker,” appears in her living room.",2018-11-30
2326,4.288,14,False,/4tPVZWZ13fWuWZRaZv3TyM7ilaw.jpg,500284,False,/dhRJwyUvJKyJycUY1neu5E6DSZ2.jpg,en,Life-Size 2,"[14, 10751]",Life-Size 2,5.8,"Grace Manning is in the middle of her quarter-life crisis, realizing she is in over her head as CEO. To make matters worse, her wild-child ways are causing the company’s stock to plummet. With the help of her young next-door neighbor, Grace’s old Eve doll magically awakens to help get Grace back on track and give her the confidence to be the woman and leader Eve knows Grace can be.",2018-12-02
2327,3.261,25,False,/7oXyBgTZJGQ9eKmysvr0CnemYDP.jpg,549935,False,/zN05EihXyKa0HyEik79HLCYWFFg.jpg,en,Head Count,"[27, 9648, 53]",Head Count,5.8,"During a weekend getaway to Joshua Tree, a group of teenagers find themselves under mental and physical assault from a supernatural entity that mimics their appearances as it completes an ancient ritual.",2018-09-24
2328,3.158,9,False,/bJV4HVbYZMblIEa1bqk6mSHQ5YJ.jpg,555281,False,/A6pELUojhjkN27oOeXmQME0ivEw.jpg,en,Christmas Bells Are Ringing,"[35, 10749, 10751, 10770]",Christmas Bells Are Ringing,5.8,"Samantha, a freelance photographer, is returning to Cape Cod for the first time since the death of her mother years earlier. She’s going to celebrate her father’s Christmas Eve wedding but is anxious to revisit past memories. On a deadline for a big Christmas spread that could ignite her career, she enlists the help of her childhood friend, Mike, to show her around. In the time she spends in Cape Cod, she realizes that Christmas is wherever your family is.",2018-12-23
2329,2.609,9,False,/a1fAKX4wxnv91lbgb6q9Oc8tvmz.jpg,407720,False,/nOAOzMDMuXugJofcBP4SVYn20dv.jpg,en,Billy Boy,"[80, 18, 53]",Billy Boy,5.8,"When an angry teenager discovers a close friend has been killed, grief jeopardizes his future and he finds himself engulfed in danger.",2018-06-15
2330,3.464,19,False,/y5kQwV4ts7xkMInzO4eM94LLc6H.jpg,396622,False,/tEF9xFN9EpCUjOTAdVzz4zlM9Nb.jpg,en,Andover,"[35, 878, 10749]",Andover,5.8,"A geneticist clones his dead wife, over and over, in an attempt to get her back exactly as she was.",2018-05-04
2331,0.769,2,False,/fWt6TvVWApViEZ2c8TZj7juBQvC.jpg,574866,False,,en,"Tarp mūsų, mergaičių",[],Among Us Girls,5.8,The latest film by the director of popular Lithuanian comedies.,2018-12-28
2332,4.521,4,False,/jPJJHDYFwPdYn2wpHtqKnOwbKFH.jpg,561297,False,/v1HfC63ithNOvOb6WdoIe1DIp9v.jpg,en,Hometown Holiday,[],Hometown Holiday,5.8,"Krista is starting this New Year with a new business and a resolution to be more selective with who she dates. When Krista meets Ryan Rourke, an entertainment lawyer from LA, the two really hit it off. Ryan is in her hometown to sign a local rancher turned viral signing sensation as his new client. Now with Krista also in Rust Creek, maybe there is more of a reason to stick around. Both are holding onto things from their past and are forced to make some decisions if they truly want to be together.",2018-11-13
2333,3.374,4,False,/dOgQtifwldSuNBr7UUXND9eIluL.jpg,557587,False,,en,Hidden Intentions,"[18, 53, 10770]",Hidden Intentions,5.8,"When her estranged Aunt Jordyn shows up on their doorstep shortly after her mom's funeral, Sophie suspects something is not right. As she uncovers Aunt Jordyn's true intentions and mysterious past, Sophie discovers Aunt Jordyn isn't who she says she is and quickly finds her life in danger.",2018-08-23
2334,2.015,4,False,/qep366SZ7KypgsHMAIbvY3Yq6wJ.jpg,555058,False,/4qXuidjw6RoLi15TKSRS7hHcPm2.jpg,en,8 Remains,"[53, 9648]",8 Remains,5.8,"Preceding her death a young woman relives her life in a mirror world, giving her the chance to fight her killer.",2018-11-23
2335,2.303,4,False,/32Kt6IKrKy3qLjN30RC8GuGFvGZ.jpg,550216,False,,en,Strangeways Here We Come,"[35, 80]",Strangeways Here We Come,5.8,A comedy in which the tenants of a high rise work together to defeat a cruel loan shark.,2018-10-05
2336,1.457,4,False,/oYwG6YPF2S4psiD6pUSvAXFvVFp.jpg,547780,False,/6W7p8dMKCiDgkVIwjrs7JZSnXTZ.jpg,en,Skeletons in the Closet,[27],Skeletons in the Closet,5.8,"Skeletons in the Closet is a late-night, horror anthology television series featuring The Widow and her dead husband, Charlie. Each episode finds them providing hilarious commentary on a variety of B-movie horror films - some of which are terrifying! Their number one fan, a precocious 11-year-old named Jamie, never misses an episode. With her parents out for the evening, Jamie sits down in front of the tube to devour the delectable terror, but her favorite Friday night freak show is constantly interrupted by her annoying new babysitter, Tina. If they can survive each other, they may be able to survive the night!",2018-09-07
2337,1.733,4,False,/qIgpbxS6RHJXKz3mWiSGW2lncHR.jpg,516742,False,/dIzu9v0VH8dpz5aEhIxa0sfaD7M.jpg,en,The Hitman Agency,"[53, 28]",The Hitman Agency,5.8,"An assassin hunts and tortures his old predecessor in the basement of his European home, only to reveal the lies and corruption of their international hitman agency by taking a journey through the manipulations of the old man's past.",2018-04-04
2338,2.033,4,False,/vfdaQFCp0pOdUqR7yaUrckJl9kz.jpg,515776,False,/yElnc0NR1VVw8YhDWsKvsZm0zM.jpg,en,Seaside,"[18, 53]",Seaside,5.8,"A dramatic thriller about Daphne, a young woman who moves to the Oregon Coast with her boyfriend, Roger, when he inherits his childhood beach house, only to discover that Roger hasn't been completely honest about his past.",2018-09-15
2339,2.241,4,False,/z7Cti1ii27TTyKLx5YJPq3inX8S.jpg,514782,False,/590mujnOlnjoSwvmNQ8VUaPt4Zb.jpg,en,Toy Gun,"[35, 28, 80]",Toy Gun,5.8,"Ruggero, a meek young man, impulsively robs a bank to prove to his ex-wife that he is courageous and masculine. A police investigation engulfs everyone except our unassuming hero who is completely ignored. Through a set of hilarious coincidences, he gets away with the robbery, while corrupt bank officials take the fall for what looks like an inside job.",2018-01-01
2340,1.96,4,False,/kT4wf7eCGLacTnapkvudXCTZuwx.jpg,502048,False,,en,"Rich Boy, Rich Girl","[35, 18, 10749]","Rich Boy, Rich Girl",5.8,"Andy is a front desk clerk with a little ambition until he finds his muse. Hayley is a beautiful shampoo girl chasing big dreams in NYC. When their worlds collide in a hapless run-in, the starstruck lovers assume false identities and follow the script of life from the same self-improvement book which lead to potentially bigger problems than they could have ever dreamed.",2018-04-24
2341,3.177,4,False,/6HIy2xof2Abu2OUCVofgjq6KXZi.jpg,498284,False,/dsQXHtVqU7BkJ51h2v33AVRzf81.jpg,en,Bad Stepmother,"[10770, 53]",Bad Stepmother,5.8,"Following the sudden and mysterious death of their father, a brother and sister return home to their sprawling New Orleans estate and encounter their unhinged stepmother, who will stop at nothing to gain control of their inheritance.",2018-01-12
2342,4.347,28,False,/4MDCO0MOfgeEkDZp6Fsjqn7Hud1.jpg,480853,False,/AgKT1HCeoBDvM8D2EvxBt218y7P.jpg,en,Nancy,"[9648, 53]",Nancy,5.8,"Nancy becomes increasingly convinced she was kidnapped as a child. When she meets a couple whose daughter went missing thirty years ago, reasonable doubts give way to willful belief.",2018-06-08
2343,2.066,10,False,/pJz4INomZUGlLLs8cG2C4A1LV5u.jpg,478427,False,/1QNHipnyyErO5gXGRfhqYo0yhoU.jpg,en,Postcards from London,[18],Postcards from London,5.8,"The story of a beautiful teenager Jim who, having traveled from rural Essex, finds himself in Soho where he falls in with a gang of unusual high class male escorts – The Raconteurs – who specialize in post-coital conversation. From shy novice to sought after escort, and eventually artist’s muse, Jim would be the toast of the town if it wasn’t for his annoying affliction – Stendhal Syndrome – a rare condition which causes him to hallucinate and faint. When Jim is roped into the world of detecting art forgery, could his condition bring about his downfall?",2018-11-09
2344,2.002,7,False,/oiJkS8iRnKRfCmdz7aPMdtjsmHt.jpg,426251,False,/h3M01Z1GSQ1odVx8RWKbZqQgRDt.jpg,en,Love After Love,[18],Love After Love,5.8,A sixty-something mother and her two adult sons cope and move onward following the death of their larger-than-life father/husband.,2018-03-30
2345,3.057,25,False,/jv4ydf8S6bdkC2G9C6BGKg7J4c.jpg,333676,False,/9bHWzDeKSItat0pTdcw8YEgBmxt.jpg,en,Alex & the List,"[10749, 35]",Alex & the List,5.7,"Alex, a lovable, unassuming dog trainer is in love with a great woman - Katherine - smart, talented, from a good family. Katherine adores Alex's quirky sense of humor, honesty and capacity to listen. Having decided to pop the question, Alex is blindsided when Katherine produces a detailed list of well-thought-out ""improvements"" she feels will tweak Alex on their way to becoming the ideal couple. Alex instinctively rejects the suggestion that he needs to change anything. But with the threat of a new competitor, Alex decides to ""do the list."" Guided by a coterie of friends that include: Dave, Alex's loyal childhood buddy, best female friend Lily, her husband Michael, and their 8 year old son, Nicky, Alex's journey has him reconsider and question his beliefs, values and world.",2018-05-04
2346,4.368,19,False,/mibVNUTPTrF8pZeOgdUkkU21KXG.jpg,445710,False,/iOfJGauq9qvfRwWQbwXGoo1OCXT.jpg,en,Children of the Corn: Runaway,[27],Children of the Corn: Runaway,5.7,"The plot of Children of the Corn: Runaway follows a young pregnant Ruth who escapes a murderous child cult in a small Midwestern town. She spends the next decade living anonymously in an attempt to spare her son the horrors that she experienced as a child. She lands in the small Oklahoma town, but something is following her. Now, she must confront this evil or lose her child.",2018-03-13
2347,3.908,12,False,/hzUD1QyQhB2wuonKRPSWBlCwh7a.jpg,506460,False,/lVzea1zGWqVKUPqheoZIpL4OWvq.jpg,en,Deadly Deed: A Fixer Upper Mystery,"[9648, 10770]",Deadly Deed: A Fixer Upper Mystery,5.8,"Shannon Hughes has taken on a charity project renovating a grand old Victorian mansion. When a local banker is found murdered inside, Shannon must dust off the clues and cement the truth before her renovation becomes a demolition.",2018-03-11
2348,3.391,9,False,/mOj6rXKsvZU62cX4pVWyX33ibdR.jpg,497796,False,/uWyXmGhY8WaHx1tZ5SqBsnW0rQh.jpg,en,Best F(r)iends: Volume 2,"[28, 35, 53]",Best F(r)iends: Volume 2,5.7,"As Jon makes a run for it, he finds himself on an expedition across the Southwest, where he encounters wild and crazy characters through a series of twisted and dark foibles. While his misadventure teaches him a valuable lesson about friendship and loyalty, the Mortician carries the story home with more than a few surprises.",2018-06-01
2349,3.082,13,False,/r6WWgaAcccADoGBwUjmOgNs4KKA.jpg,434129,False,/dZ0irD16CWPah8C9VlJmpbrF2jU.jpg,en,Days of Power,"[18, 28]",Days of Power,5.7,"On their 2010 tour, an International Pop Star and band mates mysteriously disappear. As past and present merge, they find themselves searching for answers and fighting for more than just their own lives when a concealed industry is revealed.",2018-02-20
2350,3.274,7,False,/60DBjjGcmdPZJeH0poyDcYTCTAi.jpg,532656,False,/w8GKtqrgLm5uDIBoYBL6i3ThLql.jpg,en,Perfect Skin,"[27, 53]",Perfect Skin,5.7,"Katia, a young Polish woman adrift in London, meets Bob, an American tattoo artist. Katia is drawn to his mysterious aura and the taboo culture of body modification, but Bob has a dark, secret desire to leave his mark on the world and little does Katia know that her fascination with him will put her life in danger.",2018-08-25
2351,1.895,7,False,/6GGQQcYwtjWJpTck2tdkEh1mkuv.jpg,515411,False,/mbg0ivDzQSOJJzt01DVMp3cdE2I.jpg,en,Why Hide?,"[27, 35]",Why Hide?,5.7,A diverse group of friends gather for the festive season in a remote lodge but soon plans go awry. One of the friends goes missing and the truth behind why the lodge was booked for the holiday is disclosed. Christmas quickly turns to chaos and a bloody nightmare ensues.,2018-03-30
2352,5.111,14,False,/viTQS035XbUrBSxDxHQmZzbRPMT.jpg,471310,False,/5yXNE0NJZ1verk5mRHcHsPYd1Cl.jpg,en,The White Orchid,"[18, 53]",The White Orchid,5.7,"Shy and reserved, Claire Decker, 30ish, is a part-time investigator for Social Services. Typically, she solves cases where senior citizens have died alone, leaving no indication of who must handle their estate. This time however, Claire is reluctantly drawn into a puzzling murder case. The local police have been unable to solve the horrific crime, or even decipher the victim's true identity. A beautiful and enigmatic young blond, known only as ""The White Orchid,"" has been brutally murdered. As Claire is drawn deeper and more intimately into the dead woman's life, she finds herself taking dangerous chances and pushing personal and professional boundaries. As she gets closer to the truth, Claire must effectively become the charismatic ""White Orchid"" in order to solve the mysterious crime.",2018-02-01
2353,3.299,19,False,/hSK7N9T9uqp7WqaFffKPhPxx0mB.jpg,411996,False,/lJs7ua4pFDzKASOQt79TpdKXaGI.jpg,en,Measure of a Man,"[35, 18]",Measure of a Man,5.7,A bullied teen experiences a turning point summer in which he learns to stand up for himself.,2018-05-11
