,Unnamed: 0,budget,genres,id,imdb_id,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,ROI
136,136,1500000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",467660.0,tt7153766,Unsane,15.745999999999999,"[{'id': 508, 'logo_path': '/7PzJdsLGlR7oW4J0J5Xcd0pHGRg.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}, {'id': 8850, 'logo_path': '/u5TGAymJMXqH8FvitwmxYUUP4DD.png', 'name': 'Extension 765', 'origin_country': 'US'}, {'id': 10104, 'logo_path': '/hNuGhsKVlmhnwSRcmOejDBDjh6w.png', 'name': 'New Regency Pictures', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-21,14293601.0,98.0,Unsane,6.2,796.0,9.529067333333334
137,137,2000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",489925.0,tt7014006,Eighth Grade,14.197000000000001,"[{'id': 258, 'logo_path': None, 'name': 'Scott Rudin Productions', 'origin_country': 'US'}, {'id': 41077, 'logo_path': '/1ZXsGaFPgrgS6ZZGS37AqD5uU12.png', 'name': 'A24', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-19,13539709.0,94.0,Eighth Grade,7.4,650.0,6.7698545
138,138,39000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",351044.0,tt3289724,Welcome to Marwen,11.414000000000001,"[{'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 11395, 'logo_path': '/5vSBzUwnCcaF90ZTchG3LwRKQ2M.png', 'name': 'ImageMovers', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-21,12780692.0,116.0,Welcome to Marwen,6.5,490.0,0.3277100512820513
139,139,15000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",406761.0,tt5834262,Hotel Artemis,14.245,"[{'id': 28275, 'logo_path': '/b6VatRipyJYN52xLAV7TtzJtuXv.png', 'name': 'The Ink Factory', 'origin_country': 'GB'}, {'id': 2527, 'logo_path': '/osO7TGmlRMistSQ5JZusPhbKUHk.png', 'name': 'Marc Platt Productions', 'origin_country': 'US'}, {'id': 103537, 'logo_path': None, 'name': 'Point of No Return', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-07,12371132.0,94.0,Hotel Artemis,5.9,650.0,0.8247421333333333
140,140,5000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",500664.0,tt6499752,Upgrade,16.678,"[{'id': 6748, 'logo_path': '/74qmkZFGFMbCsIKo2Dk62QVsUKf.png', 'name': 'Goalpost Pictures', 'origin_country': 'AU'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 7625, 'logo_path': '/kzq4ibnNeZrp00zpBWv3st1QCOh.png', 'name': 'Automatik Entertainment', 'origin_country': 'US'}, {'id': 107787, 'logo_path': None, 'name': 'Nervous Tick', 'origin_country': ''}, {'id': 11840, 'logo_path': '/8oyCRYf6ezxB5h8HJIPVG8JjzgL.png', 'name': 'Film Victoria', 'origin_country': 'AU'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2018-06-01,11871365.0,100.0,Upgrade,7.3,1632.0,2.374273
141,141,10000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",439015.0,tt5690360,Slender Man,14.31,"[{'id': 12199, 'logo_path': '/gYYIgHpgRsyhyUkeFev1GnwBqHb.png', 'name': 'Madhouse Entertainment', 'origin_country': 'US'}, {'id': 34982, 'logo_path': '/uvTmiRZzNfG88dVXi9hQ7eFNirq.png', 'name': 'Mythology Entertainment', 'origin_country': 'US'}, {'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-10,11817275.0,93.0,Slender Man,4.0,862.0,1.1817275
146,146,30000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",425505.0,tt6017942,Kin,13.251,"[{'id': 2575, 'logo_path': '/9YJrHYlcfHtwtulkFMAies3aFEl.png', 'name': '21 Laps Entertainment', 'origin_country': 'US'}, {'id': 35846, 'logo_path': None, 'name': 'No Trace Camping', 'origin_country': ''}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-29,10023153.0,102.0,Kin,6.1,387.0,0.3341051
147,147,1000000.0,"[{'id': 27, 'name': 'Horror'}]",505058.0,tt4761916,Unfriended: Dark Web,10.904000000000002,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 1038, 'logo_path': '/o62j8ZNXmRTrq6ThviFWiL9zb8J.png', 'name': 'Bazelevs Production', 'origin_country': 'RU'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-19,9602624.0,93.0,Unfriended: Dark Web,6.2,527.0,9.602624
150,150,30000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",300681.0,tt4154916,Replicas,18.676,"[{'id': 435, 'logo_path': '/AjzK0s2w1GtLfR4hqCjVSYi0Sr8.png', 'name': 'Di Bonaventura Pictures', 'origin_country': 'US'}, {'id': 7193, 'logo_path': None, 'name': 'Company Films', 'origin_country': 'US'}, {'id': 81985, 'logo_path': None, 'name': 'Ocean Park Entertainment', 'origin_country': 'PR'}, {'id': 76314, 'logo_path': '/oFiHo3350Nj7bi6oxYMq3Kp6VGC.png', 'name': 'Riverstone Pictures', 'origin_country': ''}, {'id': 89845, 'logo_path': None, 'name': 'Remstar Studios', 'origin_country': 'US'}, {'id': 55244, 'logo_path': '/6tjtQvghRRXFmCsuN8SsKJW6cIm.png', 'name': 'Fundamental Films', 'origin_country': 'CN'}, {'id': 74208, 'logo_path': '/rZU9oUWZ66ns44vLmqVmeNrGATs.png', 'name': 'Lotus Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'PR', 'name': 'Puerto Rico'}]",2018-10-25,8100000.0,107.0,Replicas,5.9,534.0,0.27
154,154,258157.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",437586.0,tt5613484,Mid90s,10.317,"[{'id': 22842, 'logo_path': '/waIZoO3pnB0VVCUVo8u6hqcYN9U.png', 'name': 'Waypoint Entertainment', 'origin_country': 'US'}, {'id': 41077, 'logo_path': '/1ZXsGaFPgrgS6ZZGS37AqD5uU12.png', 'name': 'A24', 'origin_country': 'US'}, {'id': 258, 'logo_path': None, 'name': 'Scott Rudin Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-19,6897446.0,84.0,Mid90s,7.3,481.0,26.718028176652194
155,155,20000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",361292.0,tt1034415,Suspiria,18.521,"[{'id': 10989, 'logo_path': None, 'name': 'Muskat Filmed Properties', 'origin_country': 'US'}, {'id': 20580, 'logo_path': '/tkFE81jJIqiFYPP8Tho57MXRQEx.png', 'name': 'Amazon Studios', 'origin_country': 'US'}, {'id': 46344, 'logo_path': '/uWNb5rg5RuZwcjJ7XTItXj44Gzm.png', 'name': 'Frenesy Film Company', 'origin_country': 'IT'}, {'id': 53085, 'logo_path': None, 'name': 'First Sun', 'origin_country': 'IT'}, {'id': 64061, 'logo_path': None, 'name': 'MeMo Films', 'origin_country': 'IT'}, {'id': 50498, 'logo_path': '/zTSRlzyDZX287q289qb4pghILyI.png', 'name': 'K Period Media', 'origin_country': 'US'}, {'id': 34982, 'logo_path': '/uvTmiRZzNfG88dVXi9hQ7eFNirq.png', 'name': 'Mythology Entertainment', 'origin_country': 'US'}, {'id': 43906, 'logo_path': '/cYorIuEuy9TOulJR0QHWuiFIQ3e.png', 'name': 'Vega Baby', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2018-10-11,6348889.0,152.0,Suspiria,6.9,1020.0,0.31744445
156,156,4900000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",465136.0,tt7026672,Every Day,13.940999999999999,"[{'id': 85510, 'logo_path': None, 'name': 'FilmWave', 'origin_country': ''}, {'id': 1785, 'logo_path': '/wT6aIkuQTNuq8XFoDGACK8EyR6w.png', 'name': 'Likely Story', 'origin_country': 'US'}, {'id': 12075, 'logo_path': None, 'name': 'Silver Reel', 'origin_country': 'CH'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-22,6102076.0,97.0,Every Day,7.0,1219.0,1.2453216326530612
159,159,2123894.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",517508.0,tt8072400,Hello Guru Prema Kosame,2.407,"[{'id': 111934, 'logo_path': None, 'name': 'Dil Raju', 'origin_country': ''}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2018-10-18,5479646.0,145.0,Hello Guru Prema Kosame,3.0,2.0,2.579999755166689
160,160,35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",430040.0,tt5360952,The Hurricane Heist,13.344000000000001,"[{'id': 100849, 'logo_path': None, 'name': 'Windfall Productions', 'origin_country': ''}, {'id': 21897, 'logo_path': None, 'name': 'Foresight Unlimited', 'origin_country': 'US'}, {'id': 56696, 'logo_path': None, 'name': 'Parkside Pictures', 'origin_country': ''}, {'id': 100851, 'logo_path': None, 'name': 'RSVP Entertainment', 'origin_country': ''}, {'id': 2982, 'logo_path': None, 'name': 'Signature Pictures', 'origin_country': 'US'}, {'id': 56697, 'logo_path': None, 'name': 'Tadross Media Group', 'origin_country': ''}, {'id': 107183, 'logo_path': None, 'name': 'Double Negative (DNEG)', 'origin_country': ''}, {'id': 110175, 'logo_path': None, 'name': 'Metrol Technology', 'origin_country': ''}, {'id': 110176, 'logo_path': None, 'name': 'Head Gear Films', 'origin_country': ''}, {'id': 9987, 'logo_path': '/o5OTKAw7Acl5fTZYPyl8M8D9570.png', 'name': 'Lipsync Productions', 'origin_country': 'GB'}, {'id': 32469, 'logo_path': None, 'name': 'Dream Team Films', 'origin_country': 'BG'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-28,5400000.0,103.0,The Hurricane Heist,5.5,544.0,0.15428571428571428
161,161,4000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",473149.0,tt5670152,Traffik,11.366,"[{'id': 102809, 'logo_path': None, 'name': 'Hidden Empire Film Group', 'origin_country': ''}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-20,5132274.0,96.0,Traffik,5.8,191.0,1.2830685
162,162,19000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",454283.0,tt6495770,Action Point,8.481,"[{'id': 6328, 'logo_path': None, 'name': 'Dickhouse Productions', 'origin_country': ''}, {'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}]",2018-06-01,5059608.0,85.0,Action Point,5.2,175.0,0.26629515789473684
163,163,10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",446696.0,tt5989218,Life Itself,9.008,"[{'id': 7493, 'logo_path': '/452FO4LcI6lA6bfgl6w1kQYRBlr.png', 'name': 'FilmNation Entertainment', 'origin_country': 'US'}, {'id': 11068, 'logo_path': '/jOdUllzDZRFy0tPIFDEwpP4Mpv4.png', 'name': 'Nostromo Pictures', 'origin_country': 'ES'}, {'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}, {'id': 112031, 'logo_path': None, 'name': '17-28 Black Production', 'origin_country': 'US'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-21,4527513.0,118.0,Life Itself,7.1,149.0,0.4527513
164,164,10000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",339103.0,tt1801552,Gotti,12.687999999999999,"[{'id': 73685, 'logo_path': None, 'name': 'Emmett Furla Oasis Films', 'origin_country': 'US'}, {'id': 76991, 'logo_path': '/pQjdvbv4y9yuIDSHDEHc9ijJKaS.png', 'name': 'Highland Film Group', 'origin_country': 'US'}, {'id': 80896, 'logo_path': None, 'name': 'Michael Fiore Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-14,4343227.0,110.0,Gotti,5.2,316.0,0.4343227
165,165,35000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}]",429300.0,tt6306064,Adrift,19.395,"[{'id': 47729, 'logo_path': '/5NRpQ7xxmODXAjt2pRWUFMLVzvP.png', 'name': 'STX Entertainment', 'origin_country': 'US'}, {'id': 62693, 'logo_path': '/i8mR4YqKiyDvxwmpSqzly9tQ31f.png', 'name': 'RVK Studios', 'origin_country': 'IS'}, {'id': 126, 'logo_path': '/kADPanRDkKTxncPXXVahvHPUvCj.png', 'name': 'Lakeshore Entertainment', 'origin_country': 'US'}, {'id': 3393, 'logo_path': None, 'name': 'Huayi Brothers', 'origin_country': 'HK'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-31,4230000.0,96.0,Adrift,6.8,1448.0,0.12085714285714286
166,166,1000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",471474.0,tt7167630,Batman: Gotham by Gaslight,7.872999999999999,"[{'id': 2785, 'logo_path': '/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png', 'name': 'Warner Bros. Animation', 'origin_country': 'US'}, {'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}, {'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Comics', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-12,3469151.0,78.0,Batman: Gotham by Gaslight,6.5,312.0,3.469151
172,172,3000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 99, 'name': 'Documentary'}]",489931.0,tt6212478,American Animals,13.433,"[{'id': 6705, 'logo_path': '/5uoaxZCSYuc6KEiJgEYSWzLIFAW.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 23949, 'logo_path': '/3QFwomSxcZZgMQGBkdUPuJEnSFB.png', 'name': 'RAW', 'origin_country': 'GB'}, {'id': 32300, 'logo_path': None, 'name': 'Lava Bear Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-06-01,2847319.0,117.0,American Animals,6.9,409.0,0.9491063333333334
174,174,3500000.0,"[{'id': 18, 'name': 'Drama'}]",458737.0,tt6053438,First Reformed,16.97,"[{'id': 2520, 'logo_path': None, 'name': 'Arclight Films', 'origin_country': ''}, {'id': 100691, 'logo_path': None, 'name': 'Omeira Studio Partners', 'origin_country': ''}, {'id': 1422, 'logo_path': '/aG7LGucYWmsrsEwnDN1HnUGfVmK.png', 'name': 'Killer Films', 'origin_country': 'US'}, {'id': 102842, 'logo_path': None, 'name': 'Fibonacci Films', 'origin_country': 'US'}, {'id': 6831, 'logo_path': '/ojg8jqsVLGDvuJowOkZQZVV42AA.png', 'name': 'Big Indie Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-18,2525738.0,113.0,First Reformed,7.0,550.0,0.7216394285714286
175,175,8000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",407890.0,tt5340300,Lean on Pete,7.882000000000001,"[{'id': 10441, 'logo_path': '/aTEwjHN8l51ix2YcTxxzR92WaXy.png', 'name': 'The Bureau', 'origin_country': 'GB'}, {'id': 6705, 'logo_path': '/5uoaxZCSYuc6KEiJgEYSWzLIFAW.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 16877, 'logo_path': '/pR2SnHFl7BvRIUuauFJrxXFYjeU.png', 'name': 'BFI Film Fund', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-04-06,2455027.0,121.0,Lean on Pete,6.9,152.0,0.306878375
178,178,2000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",470333.0,tt7158430,Hearts Beat Loud,8.568999999999999,"[{'id': 18346, 'logo_path': '/vRQOTOMEohkoIfPNoDIZV0DfIwE.png', 'name': 'Burn Later Productions', 'origin_country': 'US'}, {'id': 66044, 'logo_path': None, 'name': 'Houston King Productions', 'origin_country': 'US'}, {'id': 13466, 'logo_path': '/d2ewBAUkCGeYMj6bv2Z9PkzL5OA.png', 'name': 'Park Pictures Features', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-08,2115765.0,97.0,Hearts Beat Loud,7.4,109.0,1.0578825
180,180,2000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",438689.0,tt6494418,Siberia,9.945,"[{'id': 11517, 'logo_path': '/7tT0PqNjEalEwE1GkjxU32SlOW6.png', 'name': 'Buffalo Gal Pictures', 'origin_country': 'CA'}, {'id': 51844, 'logo_path': '/j4AQ1eyKT50Q6pPLvWGvpOMMSwX.png', 'name': 'Summerstorm Entertainment', 'origin_country': 'DE'}, {'id': 7193, 'logo_path': None, 'name': 'Company Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-13,2006704.0,105.0,Siberia,4.4,185.0,1.003352
184,184,9800000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",398173.0,tt4003440,The House That Jack Built,12.882,"[{'id': 76, 'logo_path': None, 'name': 'Zentropa Entertainments', 'origin_country': 'DK'}, {'id': 73539, 'logo_path': None, 'name': 'Copenhagen Film Fund', 'origin_country': 'DK'}, {'id': 7777, 'logo_path': '/vd6oWpxQXyaeWGfm0A5SnJi8pyo.png', 'name': 'Slot Machine', 'origin_country': 'FR'}, {'id': 2801, 'logo_path': '/bswb1PLLsKDUXMLgy42bZtCtIde.png', 'name': 'Film i Väst', 'origin_country': 'SE'}, {'id': 8288, 'logo_path': None, 'name': 'Zentropa International Sweden', 'origin_country': 'SE'}, {'id': 8556, 'logo_path': None, 'name': 'Zentropa International France', 'origin_country': 'FR'}, {'id': 8289, 'logo_path': None, 'name': 'Zentropa International Köln', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2018-10-04,1430505.0,152.0,The House That Jack Built,7.2,998.0,0.14596989795918366
188,188,6000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",460885.0,tt6998518,Mandy,17.053,"[{'id': 34519, 'logo_path': '/MGFizEilC4bv5aDeF8YfEyjDVG.png', 'name': 'SpectreVision', 'origin_country': 'US'}, {'id': 12142, 'logo_path': '/rPnEeMwxjI6rYMGqkWqIWwIJXxi.png', 'name': 'XYZ Films', 'origin_country': 'US'}, {'id': 19037, 'logo_path': '/xhAYgpFmJfcCVLV5NMD8QKvqqHc.png', 'name': 'Umedia', 'origin_country': 'BE'}, {'id': 108869, 'logo_path': '/tfK09IBUnfAwp5htKDPAdzf2z01.png', 'name': 'Legion M', 'origin_country': 'US'}, {'id': 22309, 'logo_path': None, 'name': 'Piccadilly Pictures', 'origin_country': ''}, {'id': 12352, 'logo_path': '/fkIacb6MddD6trIWamr33SIcUAn.png', 'name': 'Wallimage', 'origin_country': 'BE'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]",2018-09-13,1214525.0,121.0,Mandy,6.2,755.0,0.20242083333333333
193,193,900000.0,"[{'id': 18, 'name': 'Drama'}]",426613.0,tt6257174,The Miseducation of Cameron Post,13.29,"[{'id': 56403, 'logo_path': '/uXT3YDtWe3lvMullnwk51l4UikF.png', 'name': 'Beachside Films', 'origin_country': 'US'}, {'id': 40486, 'logo_path': '/nA0fcwrBXV9qm3gmfHNtzSNSk4Y.png', 'name': 'Parkville Pictures', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-18,904703.0,92.0,The Miseducation of Cameron Post,7.0,407.0,1.0052255555555556
198,198,5000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",514277.0,tt1773753,Mara,7.077999999999999,"[{'id': 106854, 'logo_path': None, 'name': 'Moon River Studios', 'origin_country': ''}, {'id': 5322, 'logo_path': '/6Vk4WZnKJuC6z6HKBGFirbWwWwV.png', 'name': 'Aloe Entertainment', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-09-06,470901.0,100.0,Mara,5.4,150.0,0.0941802
199,199,1200000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 36, 'name': 'History'}]",489928.0,tt6443294,Blaze,7.474,"[{'id': 97085, 'logo_path': None, 'name': 'Ansgar Media', 'origin_country': ''}, {'id': 88582, 'logo_path': None, 'name': 'Cinetic Media', 'origin_country': ''}, {'id': 97086, 'logo_path': None, 'name': 'Village Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-17,467306.0,129.0,Blaze,7.1,19.0,0.38942166666666667
202,202,8000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",220882.0,tt1273221,London Fields,9.583,"[{'id': 2458, 'logo_path': None, 'name': 'Tartan Films', 'origin_country': 'GB'}, {'id': 15231, 'logo_path': '/iFbzMtXFBv2ekA9Ldrw6LqjLrvX.png', 'name': 'Muse Productions', 'origin_country': 'US'}, {'id': 4917, 'logo_path': '/qEoPv39l36BaWHLJ4ln751VpcWC.png', 'name': 'Periscope Entertainment', 'origin_country': 'US'}, {'id': 5056, 'logo_path': '/kADFcjL04xe5HGBnlLjbfhliS2a.png', 'name': 'Head Gear Films', 'origin_country': 'GB'}, {'id': 114841, 'logo_path': None, 'name': 'Curiously Bright Entertainment', 'origin_country': ''}, {'id': 114842, 'logo_path': None, 'name': 'Living the Dream Films', 'origin_country': ''}, {'id': 114843, 'logo_path': None, 'name': 'MindSky Entertainment', 'origin_country': ''}, {'id': 34381, 'logo_path': None, 'name': 'Vedette Finance', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-20,252676.0,118.0,London Fields,5.1,89.0,0.0315845
229,229,130178.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]",523931.0,tt8235660,Megalodon,6.942,"[{'id': 1311, 'logo_path': '/ic2bTizdzRLDVzAvN7MXdUg3WQV.png', 'name': 'The Asylum', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-13,5303.0,90.0,Megalodon,5.6,120.0,0.040736529982024615
230,230,13000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",447665.0,tt5208950,Kickboxer: Retaliation,9.77,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-26,4537.0,110.0,Kickboxer: Retaliation,5.0,101.0,0.000349
234,234,2000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",548786.0,tt3956336,American Dresser,3.398,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-21,2231.0,97.0,American Dresser,5.7,7.0,0.0011155
